obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""314.7262""","=""0.0004""","=""314.72620""","=""0.00008""","=""8""","=""""",,"=""17075.258""","=""48839.708""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4p2""","=""e 3D""","=""3""",,"=""""","=""L10989""",
"=""314.7419""","=""0.0004""","=""314.74195""","=""0.00011""","=""6""","=""""",,"=""16961.442""","=""48724.302""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""e 3D""","=""2""",,"=""""","=""L10989""",
"=""314.8628""","=""0.0004""","=""314.86336""","=""0.00011""","=""00""","=""""",,"=""16267.480""","=""48018.093""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).5d""","=""h 5G""","=""4""",,"=""""","=""L10989""",
"=""315.1114""","=""0.0004""","=""315.11156""","=""0.00004""","=""2""","=""""",,"=""0.000""","=""31725.605""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""y 3P*""","=""1""",,"=""""","=""L10989""",
"=""315.2552""","=""0.0004""","=""315.25547""","=""0.00013""","=""00""","=""""",,"=""16961.442""","=""48672.566""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""315.35999""","=""0.00012""","=""315.36000""","=""0.00006""","=""10""","=""""",,"=""8602.3441""","=""40302.957""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(2D2).4p""","=""w 1F*""","=""3""",,"=""""","=""L10989""",
"=""315.4378""","=""0.0004""","=""315.43797""","=""0.00018""","=""2""","=""""",,"=""16817.160""","=""48509.938""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4s.(4F).5d""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""315.5533""","=""0.0004""","=""315.55343""","=""0.00006""","=""2""","=""""",,"=""15156.802""","=""46837.984""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""315.7586""","=""0.0004""","=""315.75793""","=""0.00014""","=""0""","=""""",,"=""16458.671""","=""48119.335""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""6""","=""3d2.4s.(4F).5d""","=""h 5G""","=""5""",,"=""""","=""L10989""",
"=""315.76628""","=""0.00012""","=""315.76619""","=""0.00007""","=""9""","=""""",,"=""170.1328""","=""31829.969""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""4""",,"=""""","=""L10989""",
"=""315.9559""","=""0.0004""","=""315.95571""","=""0.00017""","=""3""","=""""",,"=""16817.160""","=""48458.006""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4s.(4F).5d""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""316.0079""","=""0.0004""","=""316.00786""","=""0.00007""","=""3""","=""""",,"=""170.1328""","=""31805.758""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3P).4s.4p.(3P*)""","=""y 3P*""","=""2""",,"=""""","=""L10989""",
"=""316.0160""","=""0.0004""","=""316.01596""","=""0.00018""","=""3""","=""""",,"=""16875.124""","=""48509.938""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""316.0961""","=""0.0004""","=""316.09588""","=""0.00011""","=""5""","=""""",,"=""16961.442""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""316.1908""","=""0.0004""","=""316.19115""","=""0.00012""","=""5""","=""""",,"=""15108.111""","=""46725.398""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""316.3911""","=""0.0004""","=""316.39108""","=""0.00013""","=""6""","=""""",,"=""17075.258""","=""48672.566""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""316.5355""","=""0.0004""","=""316.53561""","=""0.00017""","=""2""","=""""",,"=""16875.124""","=""48458.006""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4s.(4F).5d""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""316.8034""","=""0.0004""","=""316.80310""","=""0.00009""","=""5""","=""""",,"=""17215.390""","=""48771.606""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(4F).5d""","=""5F""","=""5""",,"=""""","=""L10989""",
"=""316.8807""","=""0.0004""","=""316.88062""","=""0.00018""","=""4""","=""""",,"=""16961.442""","=""48509.938""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4s.(4F).5d""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""317.09266""","=""0.00012""","=""317.09250""","=""0.00006""","=""11""","=""""",,"=""386.874""","=""31914.291""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""5""",,"=""""","=""L10989""",
"=""317.2380""","=""0.0004""","=""317.23757""","=""0.00011""","=""4""","=""""",,"=""17075.258""","=""48588.258""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).5d""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""317.27284""","=""0.00012""","=""317.27292""","=""0.00006""","=""9""","=""""",,"=""7255.355""","=""38764.844""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""317.8010""","=""0.0004""","=""317.80056""","=""0.00013""","=""4""","=""""",,"=""17215.390""","=""48672.566""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(4F).5d""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""317.92924""","=""0.00012""","=""317.92918""","=""0.00006""","=""8""","=""""",,"=""7255.355""","=""38699.805""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""317.9431""","=""0.0004""","=""317.94288""","=""0.00007""","=""4""","=""""",,"=""386.874""","=""31829.969""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""z 3H*""","=""4""",,"=""""","=""L10989""",
"=""318.3924""","=""0.0004""","=""318.39231""","=""0.00005""","=""3""","=""""",,"=""7255.355""","=""38654.068""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""318.5123""","=""0.0004""","=""318.51409""","=""0.00010""","=""7""","=""""",,"=""17075.258""","=""48461.967""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4p2""","=""5F""","=""5""",,"=""""","=""L10989""",
"=""318.64510""","=""0.00012""","=""318.64508""","=""0.00003""","=""15+""","=""8.0e+07""",C,"=""0.000""","=""31373.807""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d3.(4F).4p""","=""w 3G*""","=""3""",,"=""T3499n""","=""L10989""",
"=""318.7115""","=""0.0004""","=""318.71113""","=""0.00009""","=""2""","=""""",,"=""16961.442""","=""48328.747""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""319.0531""","=""0.0004""","=""319.05231""","=""0.00009""","=""3""","=""""",,"=""16875.124""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""319.19931""","=""0.00012""","=""319.19922""","=""0.00004""","=""15+""","=""8.5e+07""",C,"=""170.1328""","=""31489.476""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""w 3G*""","=""4""",,"=""T3499n""","=""L10989""",
"=""319.4962""","=""0.0004""","=""319.49579""","=""0.00009""","=""0""","=""""",,"=""16817.160""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""319.8719""","=""0.0004""","=""319.87182""","=""0.00009""","=""6""","=""""",,"=""17075.258""","=""48328.747""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4p2""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""319.9337""","=""0.0004""","=""319.93370""","=""0.00009""","=""5""","=""""",,"=""16961.442""","=""48208.887""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d2.4p2""","=""5F""","=""3""",,"=""""","=""L10989""",
"=""319.94252""","=""0.00012""","=""319.94259""","=""0.00010""","=""7""","=""""",,"=""17215.390""","=""48461.967""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4p2""","=""5F""","=""5""",,"=""""","=""L10989""",
"=""319.99149""","=""0.00012""","=""319.99136""","=""0.00004""","=""15+""","=""9.4e+07""",C,"=""386.874""","=""31628.688""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d3.(4F).4p""","=""w 3G*""","=""5""",,"=""T3499n""","=""L10989""",
"=""320.0887""","=""0.0004""","=""320.08876""","=""0.00009""","=""3""","=""""",,"=""16875.124""","=""48107.432""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4p2""","=""5F""","=""2""",,"=""""","=""L10989""",
"=""320.1005""","=""0.0004""","=""320.10033""","=""0.00010""","=""3""","=""""",,"=""16817.160""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""1""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
"=""320.15890""","=""0.00012""","=""320.15893""","=""0.00006""","=""11""","=""""",,"=""8436.618""","=""39662.081""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""""","=""L10989""",
"=""320.3585""","=""0.0004""","=""320.35855""","=""0.00004""","=""6""","=""""",,"=""0.000""","=""31206.007""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""v 3D*""","=""3""",,"=""""","=""L10989""",
"=""320.38254""","=""0.00012""","=""320.38250""","=""0.00004""","=""15+""","=""7.2e+06""",C,"=""170.1328""","=""31373.807""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d3.(4F).4p""","=""w 3G*""","=""3""",,"=""T3499n""","=""L10989""",
"=""320.48667""","=""0.00012""","=""320.48657""","=""0.00005""","=""11""","=""""",,"=""8492.422""","=""39685.964""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""320.51616""","=""0.00012""","=""320.51609""","=""0.00003""","=""11""","=""""",,"=""0.000""","=""31190.669""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""v 3D*""","=""2""",,"=""""","=""L10989""",
"=""320.58460""","=""0.00012""","=""320.58453""","=""0.00003""","=""5""","=""""",,"=""0.000""","=""31184.010""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""v 3D*""","=""1""",,"=""""","=""L10989""",
"=""320.63369""","=""0.00012""","=""320.63395""","=""0.00012""","=""8""","=""1.39e+07""",C+,"=""16267.480""","=""47446.684""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4p2""","=""g 5G""","=""6""",,"=""T6897""","=""L10989""",
"=""320.68222""","=""0.00012""","=""320.68221""","=""0.00007""","=""9""","=""2.18e+07""",B+,"=""16106.076""","=""47280.588""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4p2""","=""g 5G""","=""5""",,"=""T6897""","=""L10989""",
"=""320.6955""","=""0.0004""","=""320.69555""","=""0.00010""","=""3""","=""""",,"=""16875.124""","=""48048.339""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d2.4p2""","=""5F""","=""1""",,"=""""","=""L10989""",
