obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""869.2200""","=""0.0010""","=""869.2162+""","=""100""","=""1.08e+06""",B,"=""77185.041""","=""88686.500""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""T8608n,T6672""","=""L4739""",
"=""869.6860""","=""0.0010""","=""869.6812+""","=""200""","=""""",,"=""81925.514""","=""93420.823""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[7/2]""","=""3""",,"=""""","=""L4739""",
"=""870.9640""","=""0.0010""","=""870.9584+""","=""40""","=""""",,"=""81925.514""","=""93403.966""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""871.1540""","=""0.0010""","=""871.1481+""","=""2""","=""""",,"=""81925.514""","=""93401.466""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""873.9372""","=""0.0002""","=""873.9377+""","=""300""","=""""",,"=""77269.145""","=""88708.466""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""875.8200""","=""0.0010""","=""875.8174+""","=""100""","=""""",,"=""78119.798""","=""89534.568""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L4739""",
"=""881.94106""","=""0.00005""","=""881.9410+""","=""5000""","=""3.00e+07""",A+,"=""67067.547""","=""78403.061""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""T3269""","=""L7292c110""",
"=""885.1440""","=""0.0010""","=""885.1427+""","=""1""","=""""",,"=""80970.438""","=""92264.950""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""886.2320""","=""0.0010""","=""886.2320+""","=""300""","=""""",,"=""77269.145""","=""88549.775""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L4739""",
"=""888.5710""","=""0.0010""","=""888.5719+""","=""10""","=""""",,"=""80970.438""","=""92221.362""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""890.8730""","=""0.0010""","=""890.8721+""","=""200""","=""""",,"=""77269.145""","=""88491.020""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L4739""",
"=""893.0830""","=""0.0010""","=""893.0837+""","=""200""","=""2.2e+07""",C,"=""77185.041""","=""88379.126""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""T5100n,T3269""","=""L4739""",
"=""895.22509""","=""0.00005""","=""895.2251+""","=""1000""","=""8.1e+06""",C+,"=""68045.156""","=""79212.465""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""T3269n,T6714""","=""L7292c110""",
"=""895.2780""","=""0.0010""","=""895.2787+""","=""50""","=""7.e+05""",D,"=""77185.041""","=""88351.681""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""T8608n,T6672""","=""L4739""",
"=""898.1050""","=""0.0010""","=""898.1044+""","=""100""","=""""",,"=""78403.061""","=""89534.568""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L4739""",
"=""898.7570""","=""0.0010""","=""898.7541+""","=""200""","=""""",,"=""78119.798""","=""89243.258""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4739""",
"=""902.598""","=""0.002""","=""902.5951+""","=""30""","=""""",,"=""78956.031""","=""90032.155""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4739""",
"=""903.218""","=""0.002""","=""903.2160+""","=""50""","=""""",,"=""79771.267""","=""90839.777""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""904.54466""","=""0.00005""","=""904.5448+""","=""400""","=""1.24e+07""",B+,"=""67067.547""","=""78119.798""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""T3269""","=""L7292c110""",
"=""909.613""","=""0.002""","=""909.6107+""","=""50""","=""""",,"=""82430.204""","=""93420.901""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L4739""",
"=""911.224""","=""0.002""","=""911.2221+""","=""4""","=""""",,"=""82430.204""","=""93401.466""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""913.159""","=""0.002""","=""913.1586+""","=""3""","=""""",,"=""82430.204""","=""93378.199""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).5f""","=""2[9/2]""","=""4""",,"=""""","=""L4739""",
"=""914.180""","=""0.010""","=""914.1568+""","=""2""","=""""",,"=""82430.204""","=""93366.245""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""915.212""","=""0.002""","=""915.2118+""","=""20""","=""""",,"=""79986.618""","=""90910.052""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""916.26520""","=""0.00005""","=""916.2653+""","=""500""","=""2.4e+07""",C+,"=""68045.156""","=""78956.031""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""T3269n,T6714""","=""L7292""",
"=""916.752""","=""0.002""","=""916.7512+""","=""100""","=""""",,"=""78119.798""","=""89024.890""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L4739""",
"=""919.718""","=""0.002""","=""919.7138+""","=""2""","=""""",,"=""83889.971""","=""94759.935""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""920.320""","=""0.002""","=""920.3185+""","=""30""","=""""",,"=""79986.618""","=""90849.440""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""921.138""","=""0.002""","=""921.1379+""","=""25""","=""""",,"=""79986.618""","=""90839.777""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""921.651""","=""0.002""","=""921.6482+""","=""1""","=""""",,"=""83889.971""","=""94737.121""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""922.239""","=""0.002""","=""922.2394+""","=""5""","=""""",,"=""78403.061""","=""89243.258""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4739""",
"=""924.518""","=""0.002""","=""924.5188+""","=""3""","=""4.20e+05""",B+,"=""80118.962""","=""90932.432""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T5818""","=""L4739""",
"=""930.195""","=""0.002""","=""930.1934+""","=""30""","=""""",,"=""80196.629""","=""90944.133""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L4739""",
"=""930.664""","=""0.002""","=""930.6622+""","=""40""","=""4.2e+06""",D+,"=""77185.041""","=""87927.131""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",,"=""T8608""","=""L4739""",
"=""933.408""","=""0.002""","=""933.4105+""","=""3""","=""""",,"=""80196.629""","=""90907.090""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""937.402""","=""0.002""","=""937.4001+""","=""10""","=""""",,"=""80196.629""","=""90861.506""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""""","=""L4739""",
"=""937.476""","=""0.002""","=""937.4749+""","=""100""","=""""",,"=""80196.629""","=""90860.655""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",,"=""""","=""L4739""",
"=""941.201""","=""0.002""","=""941.1992+""","=""60""","=""""",,"=""78403.061""","=""89024.890""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L4739""",
"=""944.146""","=""0.002""","=""944.1468+""","=""20""","=""""",,"=""78119.798""","=""88708.466""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4739""",
"=""944.268""","=""0.002""","=""944.2683+""","=""20""","=""""",,"=""80322.746""","=""90910.052""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""944.534""","=""0.002""","=""944.5325+""","=""80""","=""""",,"=""80322.746""","=""90907.090""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""949.707""","=""0.002""","=""949.7053+""","=""40""","=""""",,"=""80322.746""","=""90849.440""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""950.578""","=""0.002""","=""950.5779+""","=""10""","=""""",,"=""80322.746""","=""90839.777""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""951.3377""","=""0.0002""","=""951.3378+""","=""200""","=""""",,"=""78403.061""","=""88911.692""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""4""",,"=""""","=""L7292""",
"=""958.514""","=""0.002""","=""958.5120+""","=""20""","=""""",,"=""78119.798""","=""88549.775""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L4739""",
"=""960.580""","=""0.002""","=""960.5773+""","=""3""","=""""",,"=""81925.514""","=""92333.066""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""961.695""","=""0.002""","=""961.688+""","=""1""","=""""",,"=""83889.971""","=""94285.50""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""966.894""","=""0.002""","=""966.9056+""","=""1""","=""""",,"=""81925.514""","=""92264.950""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""968.532""","=""0.002""","=""968.5292+""","=""150""","=""""",,"=""79212.465""","=""89534.568""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L4739""",
"=""970.099""","=""0.002""","=""970.0985+""","=""20""","=""""",,"=""78403.061""","=""88708.466""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4739""",
"=""971.003""","=""0.002""","=""970.9990+""","=""2""","=""""",,"=""81925.514""","=""92221.362""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""971.816""","=""0.002""","=""971.8127+""","=""100""","=""""",,"=""78956.031""","=""89243.258""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4739""",
"=""979.9697""","=""0.0002""","=""979.9699+""","=""2000""","=""3.11e+07""",B+,"=""67067.547""","=""77269.145""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3269""","=""L7292""",
"=""992.3198""","=""0.0002""","=""992.3190+""","=""3000""","=""1.30e+07""",B+,"=""68045.156""","=""78119.798""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""T3269,T6714""","=""L7292""",
"=""996.658""","=""0.002""","=""996.6569+""","=""10""","=""""",,"=""79212.465""","=""89243.258""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4739""",
"=""1002.372""","=""0.002""","=""1002.3710+""","=""50*""","=""""",,"=""80970.438""","=""90944.050""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L4739""",
"=""1002.372""","=""0.002""","=""1002.3626+""","=""50*""","=""""",,"=""80970.438""","=""90944.133""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L4739""",
"=""1005.684""","=""0.002""","=""1005.6878+""","=""1""","=""""",,"=""82430.204""","=""92370.923""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""1005.796""","=""0.002""","=""1005.7996+""","=""5""","=""""",,"=""80970.438""","=""90910.052""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""1006.096""","=""0.002""","=""1006.0994+""","=""10""","=""""",,"=""80970.438""","=""90907.090""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""1008.479""","=""0.002""","=""1008.4803+""","=""20""","=""""",,"=""80118.962""","=""90032.155""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4739""",
"=""1010.734""","=""0.002""","=""1010.7361+""","=""80""","=""""",,"=""80970.438""","=""90861.506""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""""","=""L4739""",
"=""1011.980""","=""0.010""","=""1011.9706+""","=""1""","=""""",,"=""80970.438""","=""90849.440""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""1012.547""","=""0.002""","=""1012.5451+""","=""20""","=""""",,"=""79986.618""","=""89860.015""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""1018.836""","=""0.002""","=""1018.8368+""","=""10""","=""""",,"=""79212.465""","=""89024.890""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L4739""",
"=""1025.107""","=""0.002""","=""1025.1040+""","=""20""","=""""",,"=""78956.031""","=""88708.466""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4739""",
"=""1032.39""","=""0.02""","=""1032.48+""","=""20""","=""""",,"=""91746.564""","=""101429.3""","=""5p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""1042.052""","=""0.002""","=""1042.0604+""","=""1""","=""""",,"=""78956.031""","=""88549.775""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L4739""",
"=""1048.483""","=""0.002""","=""1048.4816+""","=""8""","=""""",,"=""78956.031""","=""88491.020""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L4739""",
"=""1050.791""","=""0.002""","=""1050.7952+""","=""6""","=""""",,"=""83889.971""","=""93403.966""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""1051.515""","=""0.002""","=""1051.5198+""","=""10""","=""""",,"=""79771.267""","=""89278.706""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L4739""",
"=""1052.7857""","=""0.0003""","=""1052.7864+""","=""900""","=""""",,"=""79212.465""","=""88708.466""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L9760""",
"=""1054.976""","=""0.003""","=""1054.9780+""","=""20""","=""""",,"=""83889.971""","=""93366.245""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1070.678""","=""0.003""","=""1070.6789+""","=""150""","=""""",,"=""79212.465""","=""88549.775""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L7293""",
"=""1075.886""","=""0.003""","=""1075.8897+""","=""100""","=""""",,"=""79986.618""","=""89278.706""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L7293""",
"=""1083.834""","=""0.003""","=""1083.8328+""","=""1000""","=""1.8e+06""",C+,"=""68045.156""","=""77269.145""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3269n,T6714""","=""L7293""",
"=""1089.5324""","=""0.0004""","=""1089.5322+""","=""870""","=""""",,"=""79986.618""","=""89162.356""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9760""",
"=""1108.5237""","=""0.0004""","=""1108.5238+""","=""1900""","=""""",,"=""81925.514""","=""90944.050""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L9760""",
"=""1112.7189""","=""0.0004""","=""1112.7186+""","=""375""","=""""",,"=""81925.514""","=""90910.052""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9760""",
"=""1113.081""","=""0.003""","=""1113.0855+""","=""8""","=""""",,"=""81925.514""","=""90907.090""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1114.1145""","=""0.0004""","=""1114.1131+""","=""120""","=""7.e+05""",D+,"=""79771.267""","=""88744.559""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""T8608""","=""L9760""",
"=""1116.267""","=""0.003""","=""1116.2692+""","=""10""","=""""",,"=""80322.746""","=""89278.706""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L7293""",
"=""1117.550""","=""0.010""","=""1117.543+""","=""1""","=""""",,"=""85188.777""","=""94134.53""","=""5p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1121.489""","=""0.003""","=""1121.4906+""","=""5""","=""""",,"=""81925.514""","=""90839.777""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1128.910""","=""0.003""","=""1128.9150+""","=""10""","=""1.15e+06""",B,"=""79986.618""","=""88842.256""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""T8608n,T6672""","=""L7293""",
"=""1130.956""","=""0.003""","=""1130.9620+""","=""5""","=""""",,"=""80322.746""","=""89162.356""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1141.504""","=""0.003""","=""1141.5084+""","=""15""","=""6.1e+05""",D+,"=""79986.618""","=""88744.559""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",,"=""T8608""","=""L7293""",
"=""1149.122""","=""0.003""","=""1149.1263+""","=""15""","=""5.12e+05""",B,"=""79986.618""","=""88686.500""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""T8608n,T6672""","=""L7293""",
"=""1153.740""","=""0.010""","=""1153.7304+""","=""1""","=""""",,"=""83889.971""","=""92555.135""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[1/2]""","=""0""",,"=""""","=""L7293""",
"=""1161.408""","=""0.003""","=""1161.4111+""","=""25""","=""""",,"=""79771.267""","=""88379.126""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1174.2236""","=""0.0004""","=""1174.2244+""","=""1750""","=""""",,"=""82430.204""","=""90944.133""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",,"=""""","=""L9760""",
"=""1179.356""","=""0.003""","=""1179.3557+""","=""10""","=""""",,"=""82430.204""","=""90907.090""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L7293""",
"=""1185.731""","=""0.003""","=""1185.7319+""","=""6""","=""""",,"=""82430.204""","=""90861.506""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""""","=""L7293""",
"=""1185.786""","=""0.003""","=""1185.8007+""","=""2""","=""""",,"=""80118.962""","=""88549.775""","=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L7293""",
"=""1187.436""","=""0.003""","=""1187.4312+""","=""1""","=""""",,"=""82430.204""","=""90849.440""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7293""",
"=""1191.210""","=""0.003""","=""1191.2129+""","=""2""","=""""",,"=""79986.618""","=""88379.126""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L7293""",
"=""1195.110""","=""0.010""","=""1195.1212+""","=""1""","=""6.e+05""",D,"=""79986.618""","=""88351.681""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",,"=""T8608n,T6672""","=""L7293""",
"=""1195.300""","=""0.003""","=""1195.3082+""","=""3""","=""3.0e+05""",D,"=""80322.746""","=""88686.500""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",,"=""T8608n,T6672""","=""L7293""",
"=""1208.480""","=""0.003""","=""1208.4814+""","=""3""","=""1.17e+06""",B,"=""80196.629""","=""88469.213""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""","=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",,"=""T8608""","=""L7293""",
