obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
202.999476,202.999476,0.000009,82,,,6147.085,55392.446,5d4.(5D).6s,6D,9/2,,,9/2,,,L11762,
203.0321,203.03107,0.00124,25,,,25209.233,74446.931,,,9/2,,,9/2,,,L6520,
203.08804,203.087994,0.000124,4,,,10592.485,59816.385,,,3/2,,,3/2,,,L11762,
203.10079,203.10086,0.00029,3p,,,16234.715,65455.496,,,5/2,,,7/2,,,L11762,
203.14631,203.14630,0.00003,21,,,15146.977,64356.750,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
203.21740,203.217335,0.000289,2,,,7420.261,56612.836,5d5,6S,5/2,,,7/2,,,L11762,
203.29016,203.290132,0.000124,5,,,8832.728,58007.690,,,1/2,,,3/2,,,L11762,
203.29536,203.295316,0.000165,3,,,11301.024,60474.732,5d3.6s2,4F,5/2,,,5/2,,,L11762,
203.2967,203.29854,0.00124,15,,,18000.627,67173.555,,,7/2,,,5/2,,,L6520,
203.32405,203.32387,0.00017,5,,,23234.778,72401.581,,,9/2,,,9/2,,,L11762,
203.33905,203.33903,0.00005,12,,,15146.977,64310.114,5d4.(3H).6s,4H,7/2,,,5/2,,,L11762,
203.37483,203.374835,0.000083,8,,,0.000,49154.484,5d4.(5D).6s,6D,1/2,,,1/2,,,L11762,
203.39698,203.396906,0.000124,5,,,13411.939,62561.090,5d3.6s2,4F,7/2,,,7/2,,,L11762,
203.48857,203.488546,0.000207,3,,,13434.070,62561.090,,,5/2,,,7/2,,,L11762,
203.50006,203.50003,0.00021,3,,,7420.261,56544.508,5d5,6S,5/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
203.50430,203.504318,0.000029,21,,,11301.024,60424.237,5d3.6s2,4F,5/2,,,7/2,,,L11762,
203.588856,203.588856,0.000009,93,,,3172.473,52275.291,5d4.(5D).6s,6D,5/2,,,7/2,,,L11762,
203.6209,203.61923,0.00124,5,,,19403.991,68499.486,,,1/2,,,3/2,,,L6520,
203.6404,203.63837,0.00124,25bl,,,16553.087,65643.968,5d4.(3H).6s,4H,9/2,,,7/2,,,L6520,
203.78996,203.78998,0.00005,11,,,16589.603,65643.968,,,7/2,,,7/2,,,L11762,
203.79314,203.793151,0.000083,8,,,20534.191,69587.792,,,11/2,,,11/2,,,L11762,
203.89948,203.89947,0.00021,3,,,18000.627,67028.654,,,7/2,,,9/2,,,L11762,
203.91139,203.911448,0.000125,4,,,13411.939,62437.086,5d3.6s2,4F,7/2,,,9/2,,,L11762,
204.08731,204.087180,0.000054,12,2.48e+07,B,0.000,48982.939,5d4.(5D).6s,6D,1/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
204.20148,204.201489,0.000167,4,,,11301.024,60256.547,5d3.6s2,4F,5/2,,,7/2,,,L11762,
204.24188,204.24183,0.00008,6,,,23234.778,72180.632,,,9/2,,,11/2,,,L11762,
204.25763,204.25760,0.00008,9,,,19070.550,68012.627,,,9/2,,,11/2,,,L11762,
204.30347,204.303501,0.000125,5,,,14857.160,63788.242,,,9/2,,,7/2,,,L11762,
204.34431,204.344324,0.000125,5,,,13411.939,62333.247,5d3.6s2,4F,7/2,,,5/2,,,L11762,
204.35432,204.354317,0.000017,40,,,13411.939,62330.855,5d3.6s2,4F,7/2,,,9/2,,,L11762,
204.37220,204.372197,0.000038,14,,,3172.473,52087.110,5d4.(5D).6s,6D,5/2,,,5/2,,,L11762,
204.3824,204.38251,0.00125,25,,,1518.829,50430.999,5d4.(5D).6s,6D,3/2,,,3/2,,,L6520,
204.4253,204.42331,0.00125,5,,,16553.087,65455.496,5d4.(3H).6s,4H,9/2,,,7/2,,,L6520,
204.4300,204.42772,0.00125,5,,,24804.612,73705.965,,,7/2,,,9/2,,,L6520,
204.43673,204.436820,0.000084,6,,,13434.070,62333.247,,,5/2,,,5/2,,,L11762,
204.4446,204.44412,0.00125,5,,,18000.627,66898.059,,,7/2,,,7/2,,,L6520,
204.4707,204.46931,0.00126,5,,,16589.603,65481.012,,,7/2,5d3.(4P).6s.(5P).6p,6S*,5/2,,,L6520,
204.53442,204.53442,0.00006,10,,,6147.085,55022.932,5d4.(5D).6s,6D,9/2,,,7/2,,,L11762,
204.70940,204.709414,0.000030,18,,,17436.932,66271.003,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
204.80413,204.804137,0.000034,19,,,6147.085,54958.573,5d4.(5D).6s,6D,9/2,,,11/2,,,L11762,
204.82102,204.82115,0.00021,3,,,20780.358,69587.792,,,9/2,,,11/2,,,L11762,
204.8260,204.82517,0.00126,15,,,19637.309,68443.785,,,5/2,,,5/2,,,L6520,
204.8536,204.85246,0.00126,5,,,20780.358,69580.334,,,9/2,,,7/2,,,L6520,
204.87930,204.87923,0.00021,3,,,23803.702,72597.303,,,7/2,,,7/2,,,L11762,
204.94471,204.94474,0.00021,3,,,10592.485,59370.490,,,3/2,,,3/2,,,L11762,
204.95012,204.95014,0.00008,8,,,19070.550,67847.271,,,9/2,,,9/2,,,L11762,
204.963568,204.963568,0.000013,52,7.49e+07,B,1518.829,50292.354,5d4.(5D).6s,6D,3/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
205.03867,205.03865,0.00013,5,,,16234.715,64990.383,,,5/2,,,5/2,,,L11762,
205.1337,205.13282,0.00126,5,,,15146.977,63880.265,5d4.(3H).6s,4H,7/2,,,5/2,,,L6520,
205.16771,205.16766,0.00017,4,,,19637.309,68362.322,,,5/2,,,7/2,,,L11762,
205.31298,205.313001,0.000055,11,,,3172.473,51862.999,5d4.(5D).6s,6D,5/2,,,7/2,,,L11762,
205.4366,205.43502,0.00127,9,,,16234.715,64896.325,,,5/2,,,7/2,,,L6520,
205.468284,205.468284,0.000009,80,,,4716.278,53370.011,5d4.(5D).6s,6D,7/2,,,9/2,,,L11762,
205.52090,205.520957,0.000211,3,,,15146.977,63788.242,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
205.5572,205.55729,0.00127,15,,,11301.024,59933.692,5d3.6s2,4F,5/2,,,7/2,,,L6520,
205.5989,205.59849,0.00127,9,,,24804.612,73427.537,,,7/2,,,7/2,,,L6520,
205.60333,205.603258,0.000085,5,,,4716.278,53338.075,5d4.(5D).6s,6D,7/2,,,7/2,,,L11762,
205.6771,205.67507,0.00127,5,,,20455.888,69060.711,5d4.(3F2).6s,4F,3/2,,,5/2,,,L6520,
205.68458,205.68471,0.00008,7,,,23955.349,72557.895,,,11/2,,,9/2,,,L11762,
205.7052,205.70446,0.00127,5,,,23803.702,72401.581,,,7/2,,,9/2,,,L6520,
205.77894,205.77887,0.00013,6,,,20039.682,68619.990,,,7/2,,,7/2,,,L11762,
205.81590,205.81584,0.00008,8,,,20534.191,69105.775,,,11/2,,,9/2,,,L11762,
205.83053,205.830494,0.000038,17,,,11301.024,59869.150,5d3.6s2,4F,5/2,,,7/2,,,L11762,
205.90468,205.904746,0.000170,4,,,23234.778,71785.392,,,9/2,,,9/2,,,L11762,
205.94614,205.946110,0.000085,6,,,8711.274,57252.138,5d3.6s2,4F,3/2,,,5/2,,,L11762,
205.9739,205.97387,0.00127,5,,,22139.861,70674.184,5d4.(3F2).6s,4F,5/2,,,7/2,,,L6520,
206.11584,206.11595,0.00017,3,,,20534.191,69035.063,,,11/2,5d3.(2H).6s.(3H).6p,4I*,13/2,,,L11762,
206.1354,206.13355,0.00128,5,,,25209.233,73705.965,,,9/2,,,9/2,,,L6520,
206.20415,206.20405,0.00013,5,,,22194.031,70674.184,,,7/2,,,7/2,,,L11762,
206.3336,206.33152,0.00128,5,,,16553.087,65003.292,5d4.(3H).6s,4H,9/2,,,9/2,,,L6520,
206.34852,206.34845,0.00017,4,,,23955.349,72401.581,,,11/2,,,9/2,,,L11762,
206.47694,206.476948,0.000085,9,,,16553.087,64969.172,5d4.(3H).6s,4H,9/2,,,11/2,,,L11762,
206.4866,206.48717,0.00128,15d,,,16589.603,65003.292,,,7/2,,,9/2,,,L6520,
206.50594,206.50590,0.00021,3,,,14857.160,63266.459,,,9/2,,,7/2,,,L11762,
206.52797,206.52807,0.00013,5,,,20039.682,68443.785,,,7/2,,,5/2,,,L11762,
206.55730,206.557293,0.000017,38,,,4716.278,53113.533,5d4.(5D).6s,6D,7/2,,,5/2,,,L11762,
206.75268,206.752685,0.000026,23,,,6147.085,54498.608,5d4.(5D).6s,6D,9/2,,,7/2,,,L11762,
206.78814,206.78812,0.00009,7,,,16553.087,64896.325,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
206.86442,206.86439,0.00005,12,,,20780.358,69105.775,,,9/2,,,9/2,,,L11762,
206.9448,206.94446,0.00129,9,,,16589.603,64896.325,,,7/2,,,7/2,,,L6520,
206.97874,206.97877,0.00021,3,,,14967.745,63266.459,,,5/2,,,7/2,,,L11762,
207.120831,207.120835,0.000013,57,,,3172.473,51438.064,5d4.(5D).6s,6D,5/2,,,5/2,,,L11762,
207.19669,207.196644,0.000129,5,,,17436.932,65684.866,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
207.29394,207.29397,0.00021,3,,,23955.349,72180.632,,,11/2,,,11/2,,,L11762,
207.3108,207.31208,0.00129,9,,,8711.274,56932.345,5d3.6s2,4F,3/2,,,3/2,,,L6520,
207.40082,207.40069,0.00022,3,,,20534.191,68734.663,,,11/2,,,9/2,,,L11762,
207.46504,207.465074,0.000039,14,,,4716.278,52901.794,5d4.(5D).6s,6D,7/2,,,7/2,,,L11762,
207.47745,207.47752,0.00013,6,,,18990.929,67173.555,,,3/2,,,5/2,,,L11762,
207.54473,207.54472,0.00009,7,,,14967.745,63134.773,,,5/2,,,3/2,,,L11762,
207.55902,207.559020,0.000026,28,,,8711.274,56874.983,5d3.6s2,4F,3/2,,,5/2,,,L11762,
207.59411,207.59416,0.00009,6,,,10592.485,58748.042,,,3/2,,,3/2,,,L11762,
207.59693,207.59693,0.00009,6,,,13411.939,61566.854,5d3.6s2,4F,7/2,,,5/2,,,L11762,
207.64457,207.64457,0.00022,3,,,18000.627,66144.496,,,7/2,,,5/2,,,L11762,
207.69251,207.69239,0.00030,2,,,13434.070,61566.854,,,5/2,,,5/2,,,L11762,
207.7400,207.73879,0.00130,15,,,16234.715,64356.750,,,5/2,,,7/2,,,L6520,
207.7484,207.74981,0.00130,9bl,,,15146.977,63266.459,5d4.(3H).6s,4H,7/2,,,7/2,,,L6520,
207.76244,207.762349,0.000173,4,,,13434.070,61550.649,,,5/2,,,7/2,,,L11762,
207.79357,207.793554,0.000030,20,,,14857.160,62966.514,,,9/2,,,11/2,,,L11762,
207.8344,207.83562,0.00130,"250bl,d",,,8832.728,56932.345,,,1/2,,,3/2,,,L6520,
207.8761,207.87566,0.00130,9,,,14634.336,62724.690,5d4.(5D).6s,4D,3/2,,,3/2,,,L6520,
207.911801,207.911797,0.000018,296*,3.74e+08,B,6147.085,54229.082,5d4.(5D).6s,6D,9/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
207.911801,207.911974,0.000022,296*,,,3172.473,51254.429,5d4.(5D).6s,6D,5/2,,,3/2,,,L11762,
207.9571,207.95530,0.00130,5,,,22139.861,70211.800,5d4.(3F2).6s,4F,5/2,,,7/2,,,L6520,
207.96595,207.96600,0.00013,5,,,11301.024,59370.490,5d3.6s2,4F,5/2,,,3/2,,,L11762,
207.9739,207.97290,0.00130,5,,,7420.261,55488.134,5d5,6S,5/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L6520,
208.0790,208.07799,0.00130,9,,,20455.888,68499.486,5d4.(3F2).6s,4F,3/2,,,3/2,,,L6520,
208.15344,208.15348,0.00009,7,,,18000.627,66026.803,,,7/2,,,7/2,,,L11762,
208.1791,208.17832,0.00130,9,,,16234.715,64255.162,,,5/2,,,3/2,,,L6520,
208.22248,208.22252,0.00009,7,,,23234.778,71245.032,,,9/2,,,9/2,,,L11762,
208.31939,208.31954,0.00030,2,,,20455.888,68443.785,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
208.3484,208.34650,0.00130,5,,,23803.702,71785.392,,,7/2,,,9/2,,,L6520,
208.37187,208.371948,0.000087,6,,,11301.024,59276.854,5d3.6s2,4F,5/2,,,7/2,,,L11762,
208.42714,208.427090,0.000087,7,,,16553.087,64516.226,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
208.44898,208.44898,0.00009,7,,,19070.550,67028.654,,,9/2,,,9/2,,,L11762,
208.46556,208.46549,0.00017,4,,,20780.358,68734.663,,,9/2,,,9/2,,,L11762,
208.49017,208.490128,0.000130,5,,,13411.939,61360.578,5d3.6s2,4F,7/2,,,9/2,,,L11762,
208.50889,208.50889,0.00006,10,,,13173.337,61117.662,5d4.(5D).6s,4D,1/2,,,3/2,,,L11762,
208.5759,208.57384,0.00131,5,,,23234.778,71164.174,,,9/2,,,11/2,,,L6520,
208.66051,208.660433,0.000218,3,,,6147.085,54056.594,5d4.(5D).6s,6D,9/2,,,9/2,,,L11762,
208.7152,208.71439,0.00131,9,,,19276.431,67173.555,,,5/2,,,5/2,,,L6520,
208.73578,208.735808,0.000131,4,,,13434.070,61326.281,,,5/2,,,7/2,,,L11762,
208.74712,208.747129,0.000048,13,,,17436.932,65326.546,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
208.820372,208.820372,0.000009,125,,,3172.473,51045.292,5d4.(5D).6s,6D,5/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
208.89485,208.89488,0.00022,3,,,23046.724,70902.470,,,7/2,,,9/2,,,L11762,
208.915610,208.915610,0.000009,78,,,4716.278,52567.276,5d4.(5D).6s,6D,7/2,,,9/2,,,L11762,
208.95190,208.95202,0.00017,4,,,15146.977,62989.639,5d4.(3H).6s,4H,7/2,,,5/2,,,L11762,
208.9952,208.99321,0.00131,5,,,8711.274,56544.508,5d3.6s2,4F,3/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L6520,
209.00715,209.007150,0.000087,6,,,23955.349,71785.392,,,11/2,,,9/2,,,L11762,
209.01822,209.01823,0.00003,20,,,19070.550,66898.059,,,9/2,,,7/2,,,L11762,
209.0515,209.05008,0.00131,5,,,14634.336,62454.559,5d4.(5D).6s,4D,3/2,,,3/2,,,L6520,
209.12253,209.12250,0.00031,2,,,16553.087,64356.750,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
209.1586,209.15693,0.00131,9,,,16234.715,64030.511,,,5/2,,,5/2,,,L6520,
209.17041,209.17052,0.00031,2,,,24804.612,72597.303,,,7/2,,,7/2,,,L11762,
209.34309,209.34316,0.00022,3,,,24804.612,72557.895,,,7/2,,,9/2,,,L11762,
209.37633,209.37623,0.00018,4,,,19070.550,66816.290,,,9/2,,,9/2,,,L11762,
209.38122,209.381184,0.000031,22,,,10592.485,58337.096,,,3/2,,,5/2,,,L11762,
209.475078,209.475078,0.000006,142,1.76e+08,B,1518.829,49242.042,5d4.(5D).6s,6D,3/2,,,5/2,,T7162,L11762,
209.48694,209.48694,0.00006,10,,,16589.603,64310.114,,,7/2,,,5/2,,,L11762,
209.50546,209.50537,0.00013,5,,,10592.485,58308.799,,,3/2,,,1/2,,,L11762,
209.55975,209.559763,0.000031,20,,,14857.160,62561.090,,,9/2,,,7/2,,,L11762,
209.71911,209.71909,0.00013,5,,,23234.778,70902.470,,,9/2,,,9/2,,,L11762,
209.77720,209.777166,0.000308,2,,,16553.087,64207.585,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
209.81648,209.81657,0.00022,4,,,16234.715,63880.265,,,5/2,,,5/2,,,L11762,
209.82381,209.823791,0.000031,23,,,13411.939,61055.849,5d3.6s2,4F,7/2,,,9/2,,,L11762,
209.860156,209.860156,0.000009,90,,,1518.829,49154.484,5d4.(5D).6s,6D,3/2,,,1/2,,,L11762,
209.87226,209.872265,0.000048,13,,,19070.550,66703.457,,,9/2,,,11/2,,,L11762,
209.92202,209.92198,0.00013,5,,,19276.431,66898.059,,,5/2,,,7/2,,,L11762,
209.9400,209.93805,0.00132,5bl,,,16589.603,64207.585,,,7/2,,,9/2,,,L6520,
210.03088,210.03075,0.00013,4,,,24804.612,72401.581,,,7/2,,,9/2,,,L11762,
210.06747,210.067481,0.000018,39,6.27e+07,B,0.000,47588.647,5d4.(5D).6s,6D,1/2,5d4.(5D).6p,6P*,3/2,,T7162,L11762,
210.0979,210.09699,0.00133,9,,,20780.358,68362.322,,,9/2,,,7/2,,,L6520,
210.10602,210.105989,0.000177,4,,,14857.160,62437.086,,,9/2,,,9/2,,,L11762,
210.16589,210.165919,0.000088,6,,,17436.932,65003.292,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
210.19837,210.198390,0.000088,6,,,4716.278,52275.291,5d4.(5D).6s,6D,7/2,,,7/2,,,L11762,
210.22265,210.222642,0.000133,4,,,16234.715,63788.242,,,5/2,,,7/2,,,L11762,
210.24979,210.24981,0.00013,4,,,26158.581,73705.965,5d5,4G,9/2,,,9/2,,,L11762,
210.29904,210.29907,0.00013,4,,,19637.309,67173.555,,,5/2,,,5/2,,,L11762,
210.31680,210.316801,0.000022,29,,,17436.932,64969.172,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
210.47394,210.47388,0.00013,5,,,14634.336,62131.107,5d4.(5D).6s,4D,3/2,,,1/2,,,L11762,
210.50794,210.507951,0.000133,5,,,13411.939,60901.023,5d3.6s2,4F,7/2,,,5/2,,,L11762,
210.5551,210.55517,0.00133,15bl,,,20534.191,68012.627,,,11/2,,,11/2,,,L6520,
210.57620,210.576197,0.000022,31,,,14857.160,62330.855,,,9/2,,,9/2,,,L11762,
210.60618,210.606110,0.000089,6,,,13434.070,60901.023,,,5/2,,,5/2,,,L11762,
210.618717,210.618726,0.000014,64,8.04e+07,B,1518.829,48982.939,5d4.(5D).6s,6D,3/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
210.65975,210.65975,0.00013,5,,,18000.627,65455.496,,,7/2,,,7/2,,,L11762,
210.69462,210.69461,0.00013,4,,,11301.024,58748.042,5d3.6s2,4F,5/2,,,3/2,,,L11762,
210.7243,210.72368,0.00133,9,,,22139.861,69580.334,5d4.(3F2).6s,4F,5/2,,,7/2,,,L6520,
210.72828,210.72842,0.00027,3,,,23234.778,70674.184,,,9/2,,,7/2,,,L11762,
210.83589,210.835989,0.000222,3,,,10592.485,58007.690,,,3/2,,,3/2,,,L11762,
210.84087,210.840845,0.000089,8,,,15146.977,62561.090,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
210.86522,210.86541,0.00022,3,,,11301.024,58709.614,5d3.6s2,4F,5/2,,,7/2,,,L11762,
211.02368,211.023615,0.000223,3,,,8711.274,56084.326,5d3.6s2,4F,3/2,,,3/2,,,L11762,
211.03351,211.033506,0.000018,41,,,4716.278,52087.110,5d4.(5D).6s,6D,7/2,,,5/2,,,L11762,
211.13232,211.13233,0.00013,5,,,25209.233,72557.895,,,9/2,,,9/2,,,L11762,
211.1639,211.16271,0.00134,15,,,22139.861,69481.712,5d4.(3F2).6s,4F,5/2,,,5/2,,,L6520,
211.3957,211.39568,0.00134,9,,,23955.349,71245.032,,,11/2,,,9/2,,,L6520,
211.4074,211.40463,0.00134,15?,,,22194.031,69481.712,,,7/2,,,5/2,,,L6520,
211.48831,211.48839,0.00018,3,,,26158.581,73427.537,5d5,4G,9/2,,,7/2,,,L11762,
211.50940,211.50934,0.00009,7,,,10592.485,57856.759,,,3/2,,,5/2,,,L11762,
211.52406,211.524035,0.000067,9,,,19442.466,66703.457,5d4.(3H).6s,4H,13/2,,,11/2,,,L11762,
211.53514,211.535069,0.000090,7,,,3172.473,50430.999,5d4.(5D).6s,6D,5/2,,,3/2,,,L11762,
211.5670,211.56609,0.00134,9,,,8832.728,56084.326,,,1/2,,,3/2,,,L6520,
211.63322,211.633243,0.000045,15,,,11301.024,58537.630,5d3.6s2,4F,5/2,,,7/2,,,L11762,
211.6395,211.63975,0.00134,25,,,16553.087,63788.242,5d4.(3H).6s,4H,9/2,,,7/2,,,L6520,
211.65712,211.65708,0.00006,10,,,13434.070,60665.356,,,5/2,,,3/2,,,L11762,
211.69455,211.694558,0.000058,12,,,6147.085,53370.011,5d4.(5D).6s,6D,9/2,,,9/2,,,L11762,
211.69657,211.696603,0.000135,4,,,13434.070,60656.540,,,5/2,,,5/2,,,L11762,
211.80349,211.803503,0.000027,24,,,16589.603,63788.242,,,7/2,,,7/2,,,L11762,
211.8605,211.85903,0.00135,5,,,15146.977,62333.247,5d4.(3H).6s,4H,7/2,,,5/2,,,L6520,
211.887440,211.887453,0.000010,80,6.70e+07,B,0.000,47179.941,5d4.(5D).6s,6D,1/2,,,3/2,,T7162,L11762,
212.00598,212.00598,0.00006,10,,,18990.929,66144.496,,,3/2,,,5/2,,,L11762,
212.09456,212.09457,0.00007,9,,,20039.682,67173.555,,,7/2,,,5/2,,,L11762,
212.15753,212.157561,0.000041,15,1.67e+07,B,3172.473,50292.354,5d4.(5D).6s,6D,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
212.2148,212.21226,0.00135,9?,,,26158.581,73266.317,5d5,4G,9/2,,,11/2,,,L6520,
212.34051,212.340483,0.000135,5,,,17436.932,64516.226,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
212.34476,212.344755,0.000135,4,,,7420.261,54498.608,5d5,6S,5/2,,,7/2,,,L11762,
212.53561,212.535628,0.000181,3,,,11301.024,58337.096,5d3.6s2,4F,5/2,,,5/2,,,L11762,
212.55518,212.55519,0.00007,9,,,16234.715,63266.459,,,5/2,,,7/2,,,L11762,
212.68677,212.686705,0.000181,3,,,18000.627,65003.292,,,7/2,,,9/2,,,L11762,
212.74324,212.74328,0.00005,12,,,13434.070,60424.237,,,5/2,,,7/2,,,L11762,
212.7873,212.78579,0.00136,5,,,24804.612,71785.392,,,7/2,,,9/2,,,L6520,
212.79489,212.79494,0.00009,7,,,22502.951,69481.712,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
212.8293,212.82829,0.00136,5,,,25209.233,72180.632,,,9/2,,,11/2,,,L6520,
212.90012,212.899921,0.000227,3,,,7420.261,54375.859,5d5,6S,5/2,,,5/2,,,L11762,
212.9357,212.93837,0.00136,15?,,,23955.349,70902.470,,,11/2,,,9/2,,,L6520,
213.00458,213.00463,0.00014,4,,,14634.336,61566.854,5d4.(5D).6s,4D,3/2,,,5/2,,,L11762,
213.05757,213.05761,0.00009,10,,,22139.861,69060.711,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
213.15200,213.15207,0.00014,5,,,16234.715,63134.773,,,5/2,,,3/2,,,L11762,
213.17179,213.17189,0.00014,5,,,18000.627,64896.325,,,7/2,,,7/2,,,L11762,
213.2883,213.28659,0.00137,5,,,23803.702,70674.184,,,7/2,,,7/2,,,L6520,
213.2984,213.29759,0.00137,9,,,19276.431,66144.496,,,5/2,,,5/2,,,L6520,
213.30337,213.303406,0.000364,2,,,13411.939,60278.726,5d3.6s2,4F,7/2,,,9/2,,,L11762,
213.3060,213.30389,0.00137,50bl,,,22194.031,69060.711,,,7/2,,,5/2,,,L6520,
213.40464,213.404408,0.000041,18bl,,,13411.939,60256.547,5d3.6s2,4F,7/2,,,7/2,,,L11762,
213.5041,213.50529,0.00137,"150bl,d",,,13434.070,60256.547,,,5/2,,,7/2,,,L6520,
213.71311,213.71308,0.00006,10,,,26929.008,73705.965,5d4.(1I).6s,2I,11/2,,,9/2,,,L11762,
213.71464,213.71467,0.00009,7,,,20039.682,66816.290,,,7/2,,,9/2,,,L11762,
213.76466,213.764669,0.000032,22,,,1518.829,48284.498,5d4.(5D).6s,6D,3/2,,,5/2,,,L11762,
213.78439,213.78427,0.00023,3,,,23450.418,70211.800,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
213.81472,213.81380,0.00014,67bl*,,,16234.715,62989.639,,,5/2,,,5/2,,,L11762,
213.81472,213.814785,0.000137,67bl*,,,6147.085,52901.794,5d4.(5D).6s,6D,9/2,,,7/2,,,L11762,
213.91730,213.917338,0.000023,33,,,14857.160,61589.457,,,9/2,,,11/2,,,L11762,
213.96546,213.965469,0.000092,6,,,4716.278,51438.064,5d4.(5D).6s,6D,7/2,,,5/2,,,L11762,
213.9891,213.98756,0.00137,5,,,7420.261,54137.225,5d5,6S,5/2,,,3/2,,,L6520,
214.00404,214.00401,0.00006,10,,,16553.087,63266.459,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
214.0970,214.09515,0.00138,5,,,14857.160,61550.649,,,9/2,,,7/2,,,L6520,
214.1688,214.17145,0.00138,5?,,,16589.603,63266.459,,,7/2,,,7/2,,,L6520,
214.25046,214.250422,0.000055,12,,,10592.485,57252.138,,,3/2,,,5/2,,,L11762,
214.32663,214.326704,0.000184,7bl,,,13173.337,59816.385,5d4.(5D).6s,4D,1/2,,,3/2,,,L11762,
214.40837,214.40838,0.00003,27,,,0.000,46625.281,5d4.(5D).6s,6D,1/2,,,1/2,,,L11762,
214.52877,214.52882,0.00006,10,,,14967.745,61566.854,,,5/2,,,5/2,,,L11762,
214.60347,214.603456,0.000060,10,,,14967.745,61550.649,,,5/2,,,7/2,,,L11762,
214.61497,214.614810,0.000277,21bl,,,13411.939,59992.379,5d3.6s2,4F,7/2,,,5/2,,,L11762,
214.63461,214.63454,0.00007,10,,,25209.233,71785.392,,,9/2,,,9/2,,,L11762,
214.6507,214.64717,0.00138,15?,,,19070.550,65643.968,,,9/2,,,7/2,,,L6520,
214.7192,214.71937,0.00138,5,,,22502.951,69060.711,5d4.(3D).6s,4D,3/2,,,5/2,,,L6520,
214.72864,214.72871,0.00014,4,,,11301.024,57856.759,5d3.6s2,4F,5/2,,,5/2,,,L11762,
214.79844,214.79840,0.00009,7,,,22194.031,68734.663,,,7/2,,,9/2,,,L11762,
214.8300,214.83082,0.00139,5,,,23046.724,69580.334,,,7/2,,,7/2,,,L6520,
214.88564,214.885576,0.000139,5,,,13411.939,59933.692,5d3.6s2,4F,7/2,,,7/2,,,L11762,
214.91398,214.914008,0.000051,13,,,18000.627,64516.226,,,7/2,,,9/2,,,L11762,
214.95290,214.95289,0.00042,2,,,19637.309,66144.496,,,5/2,,,5/2,,,L11762,
214.97043,214.970308,0.000370,2,,,14857.160,61360.578,,,9/2,,,9/2,,,L11762,
215.03255,215.03248,0.00014,4,,,16234.715,62724.690,,,5/2,,,3/2,,,L11762,
215.0785,215.07803,0.00139,5,,,22139.861,68619.990,5d4.(3F2).6s,4F,5/2,,,7/2,,,L6520,
215.1268,215.12899,0.00139,5?,,,14857.160,61326.281,,,9/2,,,7/2,,,L6520,
215.18419,215.184145,0.000139,5,,,13411.939,59869.150,5d3.6s2,4F,7/2,,,7/2,,,L11762,
215.21247,215.212383,0.000093,10,,,8711.274,55162.390,5d3.6s2,4F,3/2,,,5/2,,,L11762,
215.26192,215.26196,0.00009,6,,,24804.612,71245.032,,,7/2,,,9/2,,,L11762,
215.2692,215.26983,0.00139,9,,,26158.581,72597.303,5d5,4G,9/2,,,7/2,,,L6520,
215.28710,215.28714,0.00023,3,,,23046.724,69481.712,,,7/2,,,5/2,,,L11762,
215.30011,215.30001,0.00023,3,,,27273.753,73705.965,,,7/2,,,9/2,,,L11762,
215.31508,215.315048,0.000139,4,,,11301.024,57729.994,5d3.6s2,4F,5/2,,,7/2,,,L11762,
215.355777,215.355773,0.000010,103,,,6147.085,52567.276,5d4.(5D).6s,6D,9/2,,,9/2,,,L11762,
