obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""220.0449""","=""0.0020""","=""220.04379""","=""0.00015""","=""29""","=""""",,"=""48591.109""","=""94022.425""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.6s.6p""","=""94022*""","=""9/2""",,"=""""","=""L11529""",
"=""220.1311""","=""0.0020""","=""220.12923""","=""0.00004""","=""87""","=""""",,"=""36484.069""","=""81897.754""","=""5d7.6s2""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""81897*""","=""7/2""",,"=""""","=""L11529""",
"=""220.19153""","=""0.00020""","=""220.19156""","=""0.00003""","=""1700""","=""""",,"=""64757.383""","=""110158.213""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""220.20164""","=""0.00020""","=""220.201596""","=""0.000024""","=""2400""","=""1.57e+07""",C+,"=""15791.309""","=""61190.0708""","=""5d9""","=""2D""","=""3/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""220.24664""","=""0.00020""","=""220.24668""","=""0.00008""","=""5100""","=""""",,"=""64757.383""","=""110146.852""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""220.38925""","=""0.00020""","=""220.38912""","=""0.00007""","=""1000""","=""2.8e+07""",D+,"=""23875.570""","=""69235.707""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",,"=""T8261""","=""L10146""",
"=""220.4291""","=""0.0020""","=""220.42584""","=""0.00024""","=""78""","=""""",,"=""41434.119""","=""86786.70""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""86786*""","=""7/2""",,"=""""","=""L11529,L9479""",
"=""220.50541""","=""0.00020""","=""220.50537""","=""0.00004""","=""570""","=""""",,"=""32918.605""","=""78254.830""","=""5d8.6s""","=""2D""","=""5/2""","=""5d8.6p""","=""78254*""","=""5/2""",,"=""""","=""L11529""",
"=""220.58839""","=""0.00020""","=""220.58858""","=""0.00011""","=""230""","=""""",,"=""53749.652""","=""99068.777""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""99068*""","=""3/2""",,"=""""","=""L11529""",
"=""220.67293""","=""0.00020""","=""220.67295""","=""0.00007""","=""1500""","=""7.6e+06""",C+,"=""24879.522""","=""70181.323""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""9/2""",,"=""T8261""","=""L10146""",
"=""220.95044""","=""0.00020""","=""220.95048""","=""0.00006""","=""4200""","=""""",,"=""61190.0708""","=""106434.974""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""221.1142""","=""0.0020""","=""221.11477""","=""0.00012""","=""11""","=""""",,"=""65046.245""","=""110257.536""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""11/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""9/2""",,"=""""","=""L11529""",
"=""221.14060""","=""0.00020""","=""221.14072""","=""0.00003""","=""450""","=""""",,"=""51408.413""","=""96614.398""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""7/2""","=""5d8.(3F).7s""","=""(4,1/2)""","=""7/2""",,"=""""","=""L10146""",
"=""221.2199""","=""0.0020""","=""221.22170""","=""0.00015""","=""45""","=""""",,"=""50564.651""","=""95754.09""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""95754*""","=""5/2""",,"=""""","=""L11529""",
"=""221.42721""","=""0.00020""","=""221.42722""","=""0.00009""","=""1000""","=""""",,"=""29262.0099""","=""74409.511""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,2)*""","=""11/2""",,"=""""","=""L11529""",
"=""221.49014""","=""0.00020""","=""221.49019""","=""0.00006""","=""2300""","=""""",,"=""66028.059""","=""111162.724""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""221.5401""","=""0.0020""","=""221.54020""","=""0.00006""","=""47""","=""""",,"=""32918.605""","=""78043.083""","=""5d8.6s""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""78043*""","=""7/2""",,"=""""","=""L11529""",
"=""221.56525""","=""0.00020""","=""221.56521""","=""0.00006""","=""130""","=""""",,"=""64388.657""","=""109508.042""","=""5d8.(3F).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""1/2""",,"=""""","=""L11529""",
"=""221.8720""","=""0.0020""","=""221.87090""","=""0.00015""","=""110*""","=""""",,"=""73999.874""","=""119057.10""","=""5d7.6s.6p""","=""73999*""","=""5/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""221.8720""","=""0.0020""","=""221.87197""","=""0.00004""","=""110*""","=""""",,"=""65351.117""","=""110408.1257""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""3/2""",,"=""""","=""L11529""",
"=""222.3485""","=""0.0009""","=""222.34948""","=""0.00004""","=""82""","=""""",,"=""34647.266""","=""79607.522""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""79607*""","=""5/2""",,"=""""","=""L3539c164,L11529""",
"=""222.4181""","=""0.0012""","=""222.41922""","=""0.00011""","=""27""","=""""",,"=""37877.855""","=""82824.016""","=""5d7.6s2""","=""4F""","=""3/2""","=""5d8.(3F).6p""","=""82824*""","=""3/2""",,"=""""","=""L3539c164,L11529""",
"=""222.50094""","=""0.00020""","=""222.50095""","=""0.00003""","=""14000""","=""""",,"=""56587.977""","=""101517.630""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""222.5998""","=""0.0020""","=""222.59976""","=""0.00025""","=""100""","=""""",,"=""60986.85""","=""105896.56""","=""5d7.6s2""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""105896*""","=""3/2""",,"=""""","=""L11529""",
"=""222.61261""","=""0.00020""","=""222.61269""","=""0.00005""","=""1000""","=""""",,"=""65351.117""","=""110258.220""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""222.7119""","=""0.0020""","=""222.71313""","=""0.00005""","=""44""","=""""",,"=""60907.720""","=""105794.571""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""9/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""222.84945""","=""0.00020""","=""222.84978""","=""0.00004""","=""620""","=""7.e+06""",D+,"=""21168.729""","=""66028.059""","=""5d8.6s""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""",,"=""T8261""","=""L10146""",
"=""222.8842""","=""0.0020""","=""222.88546""","=""0.00020""","=""16""","=""""",,"=""43737.431""","=""88589.58""","=""5d7.6s2""","=""2G""","=""9/2""","=""5d7.(4P).6s.6p.(3P*)""","=""88589*""","=""7/2""",,"=""""","=""L11529""",
"=""222.92312""","=""0.00020""","=""222.923015""","=""0.000025""","=""2800""","=""1.24e+07""",C+,"=""16820.9342""","=""61665.5284""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""",,"=""T8261""","=""L10146""",
"=""222.9672""","=""0.0020""","=""222.96803""","=""0.00015""","=""170""","=""""",,"=""54373.519""","=""99209.06""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""99209*""","=""5/2""",,"=""""","=""L11529""",
"=""223.0668""","=""0.0020""","=""223.06734""","=""0.00015""","=""150""","=""""",,"=""74241.517""","=""119057.10""","=""5d7.6s.6p""","=""74241*""","=""3/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""223.09447""","=""0.00020""","=""223.09438""","=""0.00015""","=""94""","=""""",,"=""58062.098""","=""102872.25""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""102872*""","=""7/2""",,"=""""","=""L11529""",
"=""223.10958""","=""0.00020""","=""223.10959""","=""0.00004""","=""1100""","=""""",,"=""65351.117""","=""110158.213""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""223.1549""","=""0.0020""","=""223.15325""","=""0.00025""","=""96""","=""""",,"=""64003.938""","=""108802.27""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d7.(2F).6s.6p""","=""108802*""","=""9/2""",,"=""""","=""L11529""",
"=""223.16622""","=""0.00020""","=""223.16618""","=""0.00008""","=""470""","=""""",,"=""65351.117""","=""110146.852""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""223.28199""","=""0.00020""","=""223.28206""","=""0.00005""","=""240""","=""""",,"=""61190.0708""","=""105962.560""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""223.29725""","=""0.00020""","=""223.29724""","=""0.00006""","=""4400""","=""""",,"=""61665.5284""","=""106434.974""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""223.4472""","=""0.0020""","=""223.44792""","=""0.00025""","=""140""","=""""",,"=""60986.85""","=""105726.11""","=""5d7.6s2""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""105726*""","=""1/2""",,"=""""","=""L11529""",
"=""223.50229""","=""0.00020""","=""223.50246""","=""0.00006""","=""170""","=""""",,"=""66434.382""","=""111162.724""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""7/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""223.53053""","=""0.00020""","=""223.53031""","=""0.00003""","=""2700""","=""4.7e+06""",D+,"=""18097.764""","=""62820.534""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,0)*""","=""9/2""",,"=""T8261""","=""L10146""",
"=""223.6662""","=""0.0020""","=""223.66792""","=""0.00015""","=""10""","=""""",,"=""54373.519""","=""99068.777""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""99068*""","=""3/2""",,"=""""","=""L11529""",
"=""223.73520""","=""0.00020""","=""223.73519""","=""0.00009""","=""470""","=""""",,"=""70379.088""","=""115060.908""","=""5d8.(3P).6p""","=""(1,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(3,5/2)""","=""5/2""",,"=""""","=""L11529""",
"=""223.78916""","=""0.00020""","=""223.78907""","=""0.00008""","=""700""","=""""",,"=""65587.156""","=""110258.220""","=""5d8.(3P).6p""","=""(0,1/2)*""","=""1/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""223.8380""","=""0.0020""","=""223.8375""","=""0.0003""","=""90""","=""""",,"=""50564.651""","=""95226.05""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""95226*""","=""9/2""",,"=""""","=""L11529""",
"=""224.06434""","=""0.00020""","=""224.06405""","=""0.00015""","=""160""","=""""",,"=""58062.098""","=""102678.346""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""102678*""","=""3/2""",,"=""""","=""L11529""",
"=""224.08981""","=""0.00020""","=""224.08962""","=""0.00003""","=""70000""","=""""",,"=""56587.977""","=""101199.134""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""3/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""224.12288""","=""0.00020""","=""224.12307""","=""0.00004""","=""4300""","=""""",,"=""61190.0708""","=""105794.571""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""224.2000""","=""0.0020""","=""224.20111""","=""0.00011""","=""29""","=""""",,"=""64757.383""","=""109346.358""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""3/2""",,"=""""","=""L11529""",
"=""224.55240""","=""0.00005""","=""224.552402""","=""0.000020""","=""76000""","=""1.16e+08""",B+,"=""9356.3167""","=""53875.543""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""9/2""",,"=""T8261""","=""L10146""",
"=""224.65216""","=""0.00020""","=""224.65219""","=""0.00003""","=""32000""","=""""",,"=""57018.176""","=""101517.630""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""224.74822""","=""0.00020""","=""224.74819""","=""0.00009""","=""4300""","=""""",,"=""60907.720""","=""105388.167""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""9/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""9/2""",,"=""""","=""L10146""",
"=""224.8591""","=""0.0020""","=""224.85788""","=""0.00015""","=""120""","=""""",,"=""58062.098""","=""102520.85""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.(2G).6s.6p.(3P*)""","=""102520*""","=""7/2""",,"=""""","=""L11529""",
"=""224.9308""","=""0.0004""","=""224.93106""","=""0.00015""","=""6900bl(Pt I)""","=""""",,"=""54373.519""","=""98817.807""","=""5d7.6s2""","=""2D3""","=""5/2""","=""5d7.6s.6p""","=""98817*""","=""7/2""",,"=""""","=""L11529""",
"=""224.96320""","=""0.00020""","=""224.96318""","=""0.00015""","=""230""","=""""",,"=""74619.157""","=""119057.10""","=""5d8.6p""","=""74619*""","=""5/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""225.06247""","=""0.00020""","=""225.06203""","=""0.00007""","=""2600""","=""6.9e+07""",C+,"=""21168.729""","=""65587.156""","=""5d8.6s""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(0,1/2)*""","=""1/2""",,"=""T8261""","=""L10146""",
"=""225.15117""","=""0.00020""","=""225.15107""","=""0.00009""","=""5500""","=""""",,"=""29030.529""","=""73431.392""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""9/2""",,"=""""","=""L10146""",
"=""225.18079""","=""0.00020""","=""225.18087""","=""0.00004""","=""3700""","=""""",,"=""51408.413""","=""95803.401""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""7/2""","=""5d8.(3F).7s""","=""(4,1/2)""","=""9/2""",,"=""""","=""L10146""",
"=""225.1921""","=""0.0009""","=""225.19341""","=""0.00007""","=""2400u""","=""""",,"=""41434.119""","=""85826.635""","=""5d7.6s2""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""85826*""","=""7/2""",,"=""""","=""L3539c164""",
"=""225.25690""","=""0.00020""","=""225.25658""","=""0.00004""","=""1800""","=""""",,"=""66028.059""","=""110408.1257""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3F).6d""","=""(2,5/2)""","=""3/2""",,"=""""","=""L11529""",
"=""225.31221""","=""0.00020""","=""225.312080""","=""0.000026""","=""1000""","=""5.0e+06""",D+,"=""16820.9342""","=""61190.0708""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""225.3961""","=""0.0020""","=""225.39490""","=""0.00015""","=""31""","=""""",,"=""58062.098""","=""102414.933""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""102414*""","=""5/2""",,"=""""","=""L11529""",
"=""225.51268""","=""0.00020""","=""225.51282""","=""0.00009""","=""510""","=""""",,"=""61058.522""","=""105388.167""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""11/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""9/2""",,"=""""","=""L10146""",
"=""225.5380""","=""0.0020""","=""225.53582""","=""0.00011""","=""60""","=""""",,"=""65351.117""","=""109676.241""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""7/2""",,"=""""","=""L11529""",
"=""225.56725""","=""0.00020""","=""225.56739""","=""0.00004""","=""370""","=""""",,"=""23461.548""","=""67780.470""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""7/2""",,"=""""","=""L11529""",
"=""225.6065""","=""0.0004""","=""225.60708""","=""0.00015""","=""170bl""","=""""",,"=""74745.974""","=""119057.10""","=""5d8.6p""","=""74745*""","=""7/2""","=""""","=""119057""","=""5/2""",,"=""""","=""L11529""",
"=""225.6089""","=""0.0004""","=""225.60897""","=""0.00005""","=""2300p""","=""1.56e+07""",C+,"=""21717.305""","=""66028.059""","=""5d8.6s""","=""4P""","=""1/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""",,"=""T8261""","=""L10146""",
"=""225.67868""","=""0.00020""","=""225.67887""","=""0.00005""","=""1300""","=""""",,"=""61665.5284""","=""105962.560""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""225.7749""","=""0.0020""","=""225.77645""","=""0.00015""","=""15""","=""""",,"=""50564.651""","=""94842.54""","=""5d7.6s2""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""94842*""","=""7/2""",,"=""""","=""L11529""",
"=""225.87130""","=""0.00020""","=""225.87146""","=""0.00015""","=""240""","=""""",,"=""34647.266""","=""78906.53""","=""5d7.6s2""","=""4F""","=""7/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,2)*""","=""9/2""",,"=""""","=""L10146""",
"=""226.01995""","=""0.00020""","=""226.02010""","=""0.00005""","=""190""","=""""",,"=""66028.059""","=""110258.220""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""3/2""",,"=""""","=""L11529""",
"=""226.04898""","=""0.00020""","=""226.04887""","=""0.00010""","=""510""","=""""",,"=""32237.050""","=""76461.582""","=""5d8.6s""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""76461*""","=""5/2""",,"=""""","=""L10146""",
"=""226.26468""","=""0.00020""","=""226.26451""","=""0.00005""","=""2300""","=""3.2e+07""",C+,"=""21168.729""","=""65351.117""","=""5d8.6s""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""",,"=""T8261""","=""L10146""",
"=""226.27179""","=""0.00020""","=""226.27184""","=""0.00003""","=""74000""","=""""",,"=""57018.176""","=""101199.134""","=""5d8.(3P).6p""","=""(2,1/2)*""","=""5/2""","=""5d8.(3P).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L10146""",
"=""226.2803""","=""0.0004""","=""226.28099""","=""0.00007""","=""280p""","=""""",,"=""60907.720""","=""105086.890""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""9/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""226.29279""","=""0.00020""","=""226.29298""","=""0.00009""","=""250""","=""""",,"=""65351.117""","=""109527.947""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""5/2""","=""5d8.(3P).6d""","=""(2,3/2)""","=""5/2""",,"=""""","=""L11529""",
"=""226.33090""","=""0.00020""","=""226.33114""","=""0.00009""","=""1500""","=""""",,"=""29262.0099""","=""73431.392""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""9/2""",,"=""""","=""L10146""",
"=""226.38609""","=""0.00020""","=""226.38604""","=""0.00009""","=""6000""","=""""",,"=""60907.720""","=""105066.393""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""9/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""11/2""",,"=""""","=""L10146""",
"=""226.5324""","=""0.0004""","=""226.53235""","=""0.00004""","=""110p""","=""""",,"=""66028.059""","=""110158.213""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3F).7s""","=""(2,1/2)""","=""5/2""",,"=""""","=""L11529""",
"=""226.53794""","=""0.00020""","=""226.53806""","=""0.00004""","=""1500""","=""""",,"=""61665.5284""","=""105794.571""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""","=""5d8.(3F).7s""","=""(3,1/2)""","=""7/2""",,"=""""","=""L11529""",
"=""226.64082""","=""0.00020""","=""226.64089""","=""0.00007""","=""540""","=""2.95e+07""",C+,"=""27255.720""","=""71364.741""","=""5d8.6s""","=""2P""","=""1/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""3/2""",,"=""T8261""","=""L11529""",
"=""226.81057""","=""0.00020""","=""226.81053""","=""0.00011""","=""590""","=""""",,"=""70379.088""","=""114455.123""","=""5d8.(3P).6p""","=""(1,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(3,3/2)""","=""5/2""",,"=""""","=""L11529""",
"=""227.0152""","=""0.0020""","=""227.01201""","=""0.00015""","=""96""","=""""",,"=""53749.652""","=""97786.57""","=""5d7.6s2""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""97786*""","=""3/2""",,"=""""","=""L11529""",
"=""227.0332""","=""0.0020""","=""227.03030""","=""0.00021""","=""76""","=""""",,"=""64003.938""","=""108037.31""","=""5d7.6s2""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""108037*""","=""7/2""",,"=""""","=""L11529""",
"=""227.0529""","=""0.0020""","=""227.04993""","=""0.00021""","=""160""","=""""",,"=""58491.285""","=""102520.85""","=""5d7.6s2""","=""2H""","=""9/2""","=""5d7.(2G).6s.6p.(3P*)""","=""102520*""","=""7/2""",,"=""""","=""L11529""",
"=""227.16191""","=""0.00020""","=""227.16187""","=""0.00009""","=""4200""","=""""",,"=""61058.522""","=""105066.393""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""11/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""11/2""",,"=""""","=""L10146""",
"=""227.23928""","=""0.00020""","=""227.23942""","=""0.00010""","=""140""","=""""",,"=""66028.059""","=""110020.912""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""1/2""",,"=""""","=""L11529""",
"=""227.53406""","=""0.00020""","=""227.53416""","=""0.00016""","=""1100""","=""""",,"=""48591.109""","=""92526.98""","=""5d7.6s2""","=""2H""","=""11/2""","=""5d7.(2H).6s.6p.(3P*)""","=""92526*""","=""11/2""",,"=""""","=""L11529""",
"=""227.67069""","=""0.00020""","=""227.67078""","=""0.00011""","=""180""","=""""",,"=""73431.392""","=""117340.901""","=""5d8.(1G).6p""","=""(4,1/2)*""","=""9/2""","=""5d8.(1G).7s""","=""(4,1/2)""","=""9/2""",,"=""""","=""L11529""",
"=""227.73650""","=""0.00020""","=""227.73660""","=""0.00006""","=""530""","=""""",,"=""61190.0708""","=""105086.890""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(4,5/2)""","=""7/2""",,"=""""","=""L11529""",
"=""227.83772""","=""0.00020""","=""227.83806""","=""0.00008""","=""110""","=""""",,"=""70379.088""","=""114256.361""","=""5d8.(3P).6p""","=""(1,3/2)*""","=""5/2""","=""5d8.(3F).6d""","=""(3,3/2)""","=""7/2""",,"=""""","=""L11529""",
"=""227.87628""","=""0.00020""","=""227.87661""","=""0.00008""","=""170""","=""7.e+06""",D+,"=""21717.305""","=""65587.156""","=""5d8.6s""","=""4P""","=""1/2""","=""5d8.(3P).6p""","=""(0,1/2)*""","=""1/2""",,"=""T8261""","=""L10146""",
"=""227.95408""","=""0.00020""","=""227.95430""","=""0.00016""","=""590""","=""""",,"=""58062.098""","=""101917.00""","=""5d7.6s2""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""101916*""","=""5/2""",,"=""""","=""L11529""",
"=""228.03080""","=""0.00020""","=""228.03088""","=""0.00016""","=""1100""","=""""",,"=""71021.175""","=""114861.35""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""9/2""","=""5d8.(3F).6d""","=""(3,5/2)""","=""9/2""",,"=""""","=""L11529""",
"=""228.11942""","=""0.00020""","=""228.11945""","=""0.00009""","=""8100""","=""""",,"=""66434.382""","=""110257.536""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""7/2""","=""5d8.(3P).6d""","=""(2,5/2)""","=""9/2""",,"=""""","=""L11529""",
